Token, Language, Named Entity, Eng-NGram Prob, Spn-NGram Prob, HMM Prob
",Punct,O,N/A,N/A,N/A
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
ella,Spn,O,9.2720676455,25.1958475474,0.363577863578
tan,Spn,O,16.3811735347,20.6823919654,0.363577863578
buena,Spn,O,6.51339271476,27.7178717338,0.363577863578
",Punct,O,N/A,N/A,N/A
tan,Spn,O,16.3811735347,20.6823919654,0.363577863578
vivaz,Spn,O,2.31872211986,10.760486797,0.363577863578
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.363577863578
no,Spn,O,20.5945773083,21.1611067622,0.363577863578
quiero,Spn,O,6.77557829292,38.3657819822,0.363577863578
.,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
quiero,Spn,O,6.77557829292,38.3657819822,0.363577863578
put,Eng,O/ORG,23.20033103,12.2915575475,0.0921492921493
all,Eng,O/ORG,28.4957045692,15.1279488924,0.452123552124
that,Eng,O/ORG,43.4406015376,6.92541320021,0.452123552124
guilt,Eng,O/ORG,24.3076568465,3.8663641301,0.452123552124
crap,Eng,O/ORG,17.2629452378,4.97037334719,0.452123552124
and,Eng,O/ORG,34.6599707262,16.3582560041,0.452123552124
heredity,Eng,O/ORG,27.6240367776,7.98395160875,0.452123552124
shit,Eng,O/ORG,17.5010395018,3.10895560236,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
Joey,Eng,PERSON/PERS,9.82525497481,2.39644716252,0.452123552124
",Punct,O,N/A,N/A,N/A
with,Eng,O/ORG,34.7941120358,-3.61113676646,0.452123552124
his,Eng,O/ORG,23.6703204905,10.1156489941,0.452123552124
bandaged,Eng,O/ORG,13.5491319209,2.41093153047,0.452123552124
wrist,Eng,O/ORG,15.4162825535,-11.6677748835,0.452123552124
and,Eng,O/ORG,34.6599707262,16.3582560041,0.452123552124
his,Eng,O/ORG,23.6703204905,10.1156489941,0.452123552124
beautiful,Eng,O/ORG,38.2690391722,-3.36656900553,0.452123552124
dark,Eng,O/ORG,19.0611147794,9.23443856079,0.452123552124
almond,Eng,O/ORG,19.9538821873,7.85404417058,0.452123552124
eyes,Eng,O,14.1920225697,4.70234243417,0.452123552124
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
así,Spn,O,9.00362759364,20.6280594576,0.363577863578
",Punct,O,N/A,N/A,N/A
le,Spn,O,12.7388324346,18.2318530127,0.363577863578
diseño,Spn,O,10.7900110271,14.8435829954,0.363577863578
un,Spn,O,13.2822159303,18.5712294013,0.363577863578
self-improvement,Eng,O,39.7618338843,-12.4720641175,0.0921492921493
course,Eng,O,39.6922949388,5.00662266239,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
paper,Eng,O,29.5460374807,14.4654240834,0.452123552124
:,Punct,O,N/A,N/A,N/A
1,Spn,O,0.733732460675,4.70504229508,0.0921492921493
),Punct,O,N/A,N/A,N/A
write,Eng,O,25.75237146,-8.26657750179,0.0921492921493
an,Eng,O,23.2420046848,11.1126789008,0.452123552124
essay,Eng,O,7.27479316339,2.1298172829,0.452123552124
about,Eng,O,40.4909271023,6.66141888182,0.452123552124
how,Eng,O,26.0285002167,8.30762623482,0.452123552124
this,Eng,O,38.6553078008,5.48340823208,0.452123552124
situation,Eng,O,47.1670200246,6.28652349264,0.452123552124
could,Eng,O,38.3370490974,9.60845394712,0.452123552124
have,Eng,O,37.423951585,9.35655377558,0.452123552124
been,Eng,O,32.4117931892,2.48393276152,0.452123552124
resolved,Eng,O,30.5264386588,13.5401048358,0.452123552124
without,Eng,O,40.7379503261,-14.0785735611,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
use,Eng,O,24.0029742181,9.35666478992,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
force,Eng,O,29.8059134295,6.66679711483,0.452123552124
2,Eng,O,0.859062701967,4.00393851107,0.452123552124
),Punct,O,N/A,N/A,N/A
pay,Eng,O,23.1435253091,11.3754641758,0.452123552124
for,Eng,O,28.3647832078,11.7395374159,0.452123552124
broken,Eng,O,25.2363479071,3.22365007608,0.452123552124
glass,Eng,O,22.3097352076,-3.17174279266,0.452123552124
with,Eng,O,34.7941120358,-3.61113676646,0.452123552124
allowance,Eng,O,32.7437198326,2.52634565637,0.452123552124
3,Spn,O,-1.95184488458,3.88226507094,0.0921492921493
),Punct,O,N/A,N/A,N/A
leer,Spn,O,11.0781358304,16.9129604882,0.363577863578
Lord,Eng,O/ORG,19.0323258513,15.4165221499,0.0921492921493
of,Eng,O/ORG,24.2129419658,8.38657685144,0.452123552124
the,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
Fliesy,Eng,O/ORG,7.45567952479,-4.65224024786,0.452123552124
analizar,Spn,O,13.6361272554,16.798530108,0.0921492921493
su,Spn,O,11.553321645,18.2146153575,0.363577863578
moraleja,Spn,O,11.7715383504,12.5987092444,0.363577863578
.,Punct,O,N/A,N/A,N/A
Esto,Spn,O,10.5726130534,30.398344954,0.363577863578
basta,Spn,O,16.2862838673,22.1192631985,0.363577863578
?,Punct,O,N/A,N/A,N/A
Is,Eng,O,23.1884503461,6.50431857994,0.0921492921493
he,Eng,O,21.57953884,14.9899594222,0.452123552124
damaged,Eng,O,22.4078888805,3.2219993632,0.452123552124
?,Punct,O,N/A,N/A,N/A
Will,Eng,O,29.4955568779,3.10787638792,0.452123552124
he,Eng,O,21.57953884,14.9899594222,0.452123552124
be,Eng,O,22.1673128834,7.9015135489,0.452123552124
all,Eng,O,28.4957045692,15.1279488924,0.452123552124
right,Eng,O,40.5461109774,4.92317840636,0.452123552124
?,Punct,O,N/A,N/A,N/A
Am,Eng,O,17.925277674,9.73847561876,0.452123552124
I,Eng,O/OTROS,17.8994570652,7.18059700701,0.452123552124
?,Punct,O,N/A,N/A,N/A
V,Spn,O,6.71488837411,5.28183614036,0.0921492921493
Celos,Spn,O/ORG,7.07827782252,16.5528679607,0.363577863578
Pasional,Spn,O/ORG,24.6147076443,23.8650313749,0.363577863578
Crónica,Spn,O/ORG,-5.16572128858,8.25729484954,0.363577863578
14,Spn,O,-0.866136000743,3.37724414064,0.363577863578
julio,Spn,O,12.0858375123,17.2977245027,0.363577863578
2001,Spn,O,-4.46866175629,-1.33585918058,0.363577863578
Buenos,Spn,LOCATION/ORG,7.16731918217,31.6081845578,0.363577863578
Aires,Eng,LOCATION/ORG,15.9114510568,10.9637881424,0.0921492921493
For,Eng,O/ORG,28.3647832078,11.7395374159,0.452123552124
Suzinn,Eng,O/ORG,0.718160070289,0.543226097594,0.452123552124
“,Eng,O/ORG,-6.51619307604,-6.51619307604,0.452123552124
Lee,Eng,O/ORG,15.0865379628,15.0093779145,0.452123552124
”,Eng,O/ORG,-6.51619307604,-6.51619307604,0.452123552124
Weiss,Eng,O/ORG,10.2343562092,-7.12448010118,0.452123552124
Mamá,Spn,O/ORG,9.26433136504,23.7962537178,0.0921492921493
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
papá,Spn,O,11.3012911679,24.2203307421,0.363577863578
",Punct,O,N/A,N/A,N/A
after,Eng,O,30.8527322969,3.41309458736,0.0921492921493
their,Eng,O,43.9601024774,3.25938546159,0.452123552124
flechazo,Spn,O,-5.38538585292,3.05355303125,0.0921492921493
meeting,Eng,O,31.3093053526,-4.55207602228,0.0921492921493
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
cubierta,Spn,O,-3.01151138179,23.3434417354,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
ese,Spn,O,6.23481967374,23.182949385,0.363577863578
Transatlantic,Eng,O/ORG,24.2282505475,4.40928472655,0.0921492921493
liner,Eng,O/ORG,22.9580450966,8.65631454915,0.452123552124
carrying,Eng,O/ORG,38.4384535183,5.85432320314,0.452123552124
them,Eng,O/ORG,40.2113417037,5.99423385584,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
study,Eng,O,27.7375441905,-1.27745417714,0.452123552124
abroad,Eng,O,20.1293546096,8.73384777204,0.452123552124
program,Eng,O,38.80704807,19.1451410108,0.452123552124
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
Madrid,Spn,LOCATION/LUG,5.902188372,19.698931448,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
verano,Spn,O,9.31176866175,20.1867572597,0.363577863578
del,Spn,O,14.7383783408,24.1311846052,0.363577863578
‘,Eng,O/ORG,-6.51619307604,-6.51619307604,0.0921492921493
49,Eng,O/ORG,-2.6026327913,-2.38967923089,0.452123552124
(,Punct,O,N/A,N/A,N/A
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
think,Eng,O/ORG,47.0470634372,0.145870152377,0.452123552124
),Punct,O,N/A,N/A,N/A
",Punct,O,N/A,N/A,N/A
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
after,Eng,O,30.8527322969,3.41309458736,0.0921492921493
su,Spn,O,11.553321645,18.2146153575,0.0921492921493
cross-cultural,Eng,O,17.5302263319,-4.50590182693,0.0921492921493
",Punct,O,N/A,N/A,N/A
tumultuous,Eng,O,-4.0647590128,-10.0756107835,0.452123552124
courtship,Eng,O,23.3732688901,-5.17313205978,0.452123552124
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
terminó,Spn,O,20.244159548,24.4966912593,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
una,Spn,O,12.1931730927,23.3922265286,0.363577863578
modesta,Spn,O,14.2436006001,18.2670960484,0.363577863578
boda,Spn,O,9.55124780444,12.4111364395,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
front,Eng,O,28.2653326326,7.37261728736,0.0921492921493
lawn,Eng,O,21.9402964948,6.47765764291,0.452123552124
de,Spn,O,13.8613083221,21.6054699814,0.0921492921493
mis,Spn,O,14.9875688655,21.2153620208,0.363577863578
abuelos,Spn,O,2.27634312926,22.2519140611,0.363577863578
Chávez,Spn,PERSON/PERS,-2.05411059654,7.02537749374,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
San,Eng,LOCATION/LUG,20.5963419469,18.4293430442,0.0921492921493
Diego,Eng,LOCATION/LUG,18.6346656278,17.8283155795,0.452123552124
",Punct,O,N/A,N/A,N/A
Califas,Eng,O/OTROS,15.9317690537,11.7516293132,0.452123552124
",Punct,O,N/A,N/A,N/A
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
after,Eng,O,30.8527322969,3.41309458736,0.0921492921493
el,Spn,O,12.8307496608,20.3546840988,0.0921492921493
subsecuente,Spn,O,-3.05590010202,17.4183710018,0.363577863578
distanciamiento,Spn,O,6.26750231576,30.3255443058,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
papá,Spn,O,11.3012911679,24.2203307421,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
su,Spn,O,11.553321645,18.2146153575,0.363577863578
familia,Eng,O,30.0837383746,24.8197293738,0.0921492921493
judía,Eng,O,6.94564346381,2.19318693741,0.452123552124
de,Spn,O,13.8613083221,21.6054699814,0.0921492921493
New,Eng,LOCATION/ORG,23.5156579978,8.95273786622,0.0921492921493
York,Eng,LOCATION/ORG,25.0118961169,12.6038191869,0.452123552124
(,Punct,O,N/A,N/A,N/A
especialmente,Spn,O,20.8560971477,44.5813422191,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
su,Spn,O,11.553321645,18.2146153575,0.363577863578
mamá,Spn,O,9.26433136504,23.7962537178,0.363577863578
",Punct,O,N/A,N/A,N/A
Grandma,Eng,O/ORG,29.7147953073,11.3838931002,0.0921492921493
Edna,Eng,O/ORG,1.27916795732,0.490353561407,0.452123552124
),Punct,O,N/A,N/A,N/A
pues,Spn,O,7.19291153986,28.5061258437,0.0921492921493
",Punct,O,N/A,N/A,N/A
what,Eng,O,36.0557121426,2.8373569798,0.0921492921493
other,Eng,O,36.7967467715,1.91971934454,0.452123552124
kind,Eng,O,31.4060747822,-0.17268508356,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
marriage,Eng,O,29.2062234814,5.32693748158,0.452123552124
could,Eng,O,38.3370490974,9.60845394712,0.452123552124
they,Eng,O,42.7656068901,4.60793949472,0.452123552124
be,Eng,O,22.1673128834,7.9015135489,0.452123552124
expected,Eng,O,35.6192010087,3.82782403054,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
have,Eng,O,37.423951585,9.35655377558,0.452123552124
?,Punct,O,N/A,N/A,N/A
Except,Eng,O/ORG,28.9544779043,13.3639466043,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
one,Eng,O,28.524552063,6.15173228162,0.452123552124
they,Eng,O,42.7656068901,4.60793949472,0.452123552124
had,Eng,O,28.464418403,9.16466276777,0.452123552124
:,Punct,O,N/A,N/A,N/A
intense,Eng,O,33.8688078657,22.8007637796,0.452123552124
",Punct,O,N/A,N/A,N/A
loud,Eng,O,18.7087854954,10.2124738386,0.452123552124
",Punct,O,N/A,N/A,N/A
sarcastic,Eng,O,17.2516719792,4.08999464354,0.452123552124
",Punct,O,N/A,N/A,N/A
grand,Eng,O,27.9563914317,20.944608614,0.452123552124
gestures,Eng,O,14.0502978473,-0.64859040183,0.452123552124
",Punct,O,N/A,N/A,N/A
mucho,Spn,O,18.2558605027,30.6166298194,0.0921492921493
grito,Spn,O,10.2150280428,17.8319929099,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
polémica,Spn,O,-1.07945660846,5.5102389996,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
door,Eng,O,24.8441310848,7.07376155571,0.0921492921493
slamming,Eng,O,16.4817965662,-11.8172116333,0.452123552124
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
bailes,Spn,O,13.0708917208,18.2338116186,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
cocktail,Eng,O,12.6801537345,0.901038312422,0.0921492921493
parties,Eng,O,35.4538656059,18.4516943733,0.452123552124
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
viajes,Spn,O,-2.79567240852,16.9760935177,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
lágrimas,Spn,O,-16.2750781603,8.80165370897,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
risa,Spn,O,9.63592299106,11.0969645103,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
una,Spn,O,12.1931730927,23.3922265286,0.363577863578
vez,Spn,O,5.03659559022,20.106488079,0.363577863578
mamá,Spn,O,9.26433136504,23.7962537178,0.363577863578
hasta,Spn,O,19.1302580756,28.182333211,0.363577863578
nos,Spn,O,12.2824029184,23.3745367458,0.363577863578
llevó,Spn,O,-5.58449781436,23.8981390605,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
mí,Spn,O,1.68741623801,16.0129027493,0.0921492921493
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
mi,Spn,O,11.3642540999,18.8899933505,0.0921492921493
hermana,Spn,O,17.3362343293,28.8612390971,0.363577863578
",Punct,O,N/A,N/A,N/A
over,Eng,O/ORG,28.7262827802,1.92042472147,0.0921492921493
night,Eng,O/ORG,31.5864352745,7.12705829606,0.452123552124
",Punct,O,N/A,N/A,N/A
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
un,Spn,O,13.2822159303,18.5712294013,0.0921492921493
hotel,Eng,O,21.4348251771,15.758289094,0.0921492921493
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
Santa,Spn,LOCATION/LUG,20.7845360929,24.0257906689,0.363577863578
Mónica,Spn,LOCATION/LUG,-10.2463576254,12.8309637422,0.363577863578
.,Punct,O,N/A,N/A,N/A
All,Eng,O,28.4957045692,15.1279488924,0.0921492921493
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
way,Eng,O,26.6873381887,4.44175081682,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
beach,Eng,O,27.9426176506,2.74563934757,0.452123552124
.,Punct,O,N/A,N/A,N/A
Mom,Eng,O,20.9964639571,12.1345535446,0.452123552124
was,Eng,O,30.4398684094,2.22617710082,0.452123552124
an,Eng,O,23.2420046848,11.1126789008,0.452123552124
excellent,Eng,O,33.5783380346,7.68476037383,0.452123552124
driver,Eng,O,29.7593900925,-3.92480612884,0.452123552124
.,Punct,O,N/A,N/A,N/A
Hasta,Spn,O,19.1302580756,28.182333211,0.0921492921493
enseñó,Spn,O,1.12373973021,21.6492087623,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
conducir,Spn,O,17.1499987731,24.287298877,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
papá,Spn,O,11.3012911679,24.2203307421,0.0921492921493
.,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
easy,Eng,O,22.9792438563,5.89824726364,0.0921492921493
task,Eng,O,18.8778450261,3.88441760539,0.452123552124
porque,Spn,O,5.74615852667,37.3740621654,0.0921492921493
Daddy,Eng,O/ORG,22.0746950247,4.28433295631,0.0921492921493
had,Eng,O/ORG,28.464418403,9.16466276777,0.452123552124
been,Eng,O/ORG,32.4117931892,2.48393276152,0.452123552124
raised,Eng,O/ORG,27.7908231069,-4.20598804197,0.452123552124
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
New,Eng,LOCATION/ORG,23.5156579978,8.95273786622,0.452123552124
York,Eng,LOCATION/ORG,25.0118961169,12.6038191869,0.452123552124
City,Eng,LOCATION/ORG,23.1781133184,9.71633420205,0.452123552124
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
nunca,Spn,O,1.34892247434,25.5091171085,0.363577863578
.,Punct,O,N/A,N/A,N/A
He’d,Eng,O,5.76829666409,1.69044114551,0.0921492921493
never,Eng,O,34.0801171245,6.09725336733,0.452123552124
had,Eng,O,28.464418403,9.16466276777,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
!,Punct,O,N/A,N/A,N/A
Y34,Spn,O,-1.0685315753,-2.83079600977,0.0921492921493
además,Spn,O,1.27883110092,26.074690539,0.363577863578
",Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.0921492921493
have,Eng,O,37.423951585,9.35655377558,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
admit,Eng,O,21.8492515567,10.9372928228,0.452123552124
",Punct,O,N/A,N/A,N/A
tenía,Spn,O,10.6775764266,26.8486704408,0.0921492921493
un,Spn,O,13.2822159303,18.5712294013,0.363577863578
pretty,Eng,O,40.1209335448,11.547444859,0.0921492921493
bad,Eng,O,22.9351874377,6.38759476599,0.452123552124
sense,Eng,O,29.3078421884,18.7970289637,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
direction,Eng,O,40.7335222172,15.5961520784,0.452123552124
.,Punct,O,N/A,N/A,N/A
Pero,Spn,O,15.9013399098,30.2161581373,0.0921492921493
ella,Spn,O,9.2720676455,25.1958475474,0.363577863578
",Punct,O,N/A,N/A,N/A
she’d,Eng,O,11.3086206313,1.23715342546,0.0921492921493
learned,Eng,O,34.7131674118,-2.91180817887,0.452123552124
how,Eng,O,26.0285002167,8.30762623482,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
drive,Eng,O,28.4994399624,-1.35985677138,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
open,Eng,O,21.8054664922,6.25805154027,0.452123552124
California,Eng,LOCATION/LUG,42.4131513951,21.8529276742,0.452123552124
roads,Eng,O,20.8847795315,0.504274880028,0.452123552124
con,Spn,O,19.5614094238,25.713392297,0.0921492921493
sus,Spn,O,13.6842968368,20.8784051559,0.363577863578
tíos,Spn,O,-3.20237747968,11.9631981855,0.363577863578
in,Eng,O,24.4634706325,11.0915247383,0.0921492921493
their,Eng,O,43.9601024774,3.25938546159,0.452123552124
big,Eng,O,23.5794068391,8.62210197451,0.452123552124
",Punct,O,N/A,N/A,N/A
low,Eng,O,20.0038019403,7.48915616537,0.452123552124
American,Eng,O/ORG,38.705207643,21.0831913864,0.452123552124
cars,Eng,O,27.6004080337,12.4710669911,0.452123552124
.,Punct,O,N/A,N/A,N/A
Mamá,Spn,O,9.26433136504,23.7962537178,0.0921492921493
was,Eng,O,30.4398684094,2.22617710082,0.0921492921493
good,Eng,O,32.6875028709,8.48709434099,0.452123552124
",Punct,O,N/A,N/A,N/A
pero,Spn,O,15.9013399098,30.2161581373,0.0921492921493
ojo,Spn,O,0.133174636302,12.3987487797,0.363577863578
",Punct,O,N/A,N/A,N/A
if,Eng,O,21.8740013125,1.47533414718,0.0921492921493
anyone,Eng,O,34.009667446,-3.17247021981,0.452123552124
cut,Eng,O,19.0829833496,10.2643532478,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
off,Eng,O,26.0885517047,3.39387925803,0.452123552124
nos,Spn,O,12.2824029184,23.3745367458,0.0921492921493
pedía,Spn,O,4.53182302811,15.1599954806,0.363577863578
(,Punct,O,N/A,N/A,N/A
ella,Spn,O,9.2720676455,25.1958475474,0.363577863578
tan,Spn,O,16.3811735347,20.6823919654,0.363577863578
señorita,Spn,O,-3.9277368963,40.6200051442,0.363577863578
",Punct,O,N/A,N/A,N/A
tan,Spn,O,16.3811735347,20.6823919654,0.363577863578
correcta,Spn,O,21.6304884785,27.6494748909,0.363577863578
",Punct,O,N/A,N/A,N/A
never,Eng,O,34.0801171245,6.09725336733,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
palabrota,Spn,O,-5.07926789752,19.3264842743,0.0921492921493
out,Eng,O,27.5678953836,5.59973472457,0.0921492921493
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
mouth,Eng,O,23.3179998668,4.46043160275,0.452123552124
),Punct,O,N/A,N/A,N/A
:,Punct,O,N/A,N/A,N/A
honey,Eng,O,26.2866790066,11.3747154472,0.452123552124
",Punct,O,N/A,N/A,N/A
roll,Eng,O,19.5322974053,7.68186643832,0.452123552124
down,Eng,O,31.2436624079,5.80525023025,0.452123552124
your,Eng,O,36.2248210058,10.2318969779,0.452123552124
window,Eng,O,28.6491313125,-9.02871755384,0.452123552124
",Punct,O,N/A,N/A,N/A
will,Eng,O,29.4955568779,3.10787638792,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
",Punct,O,N/A,N/A,N/A
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
give,Eng,O,25.294726201,1.85600538885,0.452123552124
that,Eng,O,43.4406015376,6.92541320021,0.452123552124
guy,Eng,O,21.4437999221,5.90522039167,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
finger,Eng,O,26.7154670793,7.02872777235,0.452123552124
?,Punct,O,N/A,N/A,N/A
Or,Eng,O,21.8531675153,8.53192797732,0.452123552124
si,Spn,O,12.0707745909,18.3101154955,0.0921492921493
veía,Spn,O,1.7784990522,13.234039048,0.363577863578
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
los,Spn,O,18.9596508891,24.811570061,0.363577863578
L.A.,Eng,LOCATION/O,1.4033001723,-0.758994959044,0.0921492921493
freeways,Eng,O,25.9311287204,-4.71732950127,0.452123552124
",Punct,O,N/A,N/A,N/A
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
algún,Spn,O,5.4972751149,23.7206462075,0.0921492921493
movie,Eng,O,31.1097401961,11.8375653156,0.0921492921493
star,Eng,O,27.8499597536,10.5072907111,0.452123552124
pues,Spn,O,7.19291153986,28.5061258437,0.0921492921493
eso,Spn,O,6.64028478185,24.6880824812,0.363577863578
podía,Spn,O,2.16907047854,22.1672453253,0.363577863578
ser,Spn,O,16.2093409939,22.8081950901,0.363577863578
un,Spn,O,13.2822159303,18.5712294013,0.363577863578
poquito,Spn,O,-1.30260015978,23.8863976689,0.363577863578
